log_id,raw_log_text,board_id,test_type,pass_fail
LOG01749,Unit unit D9372: thermal soak reading reading 37.6C (OK).,D9372,THERMAL,PASS
LOG01750,"board B2247 - VDD_12V rail 11.82V, per ECO-114.",B2247,POWER_RAIL_12V,PASS
LOG01751,"Checked standby current on unit B2689, 64.92mA.",B2689,CURRENT_DRAW,FAIL
LOG01752,Unit unit B4318: thermal reading after burn-in reading 61.4C (out of spec).,B4318,THERMAL,FAIL
LOG01753,board C8165 scope reading CH3: 2.38 Vpp.,C8165,SIGNAL_INTEGRITY,FAIL
LOG01754,board C1756 thermal soak reading: 53.4 C.,C1756,THERMAL,FAIL
LOG01755,B-8354 3.3V rail: 3.34 V — passes.,B8354,POWER_RAIL_3V3,PASS
LOG01756,"Checked 12V rail on D-3829, 11.83V, after reflow.",D3829,POWER_RAIL_12V,PASS
LOG01757,B8945 quiescent current: 147.50 mA.,B8945,CURRENT_DRAW,FAIL
LOG01758,"Checked VDD_3V3 rail on B6529, 3.25V, customer return unit.",B6529,POWER_RAIL_3V3,PASS
LOG01759,"checked case temp on a2838, 14.6c — failed, second attempt.",A2838,THERMAL,PASS
LOG01760,"Checked standby current on board D8273, 89.23mA, customer return unit.",D8273,CURRENT_DRAW,PASS
LOG01761,Unit board D5149: 12V rail reading 10.99V (bad reading).,D5149,POWER_RAIL_12V,FAIL
LOG01762,"unit b3788 5v rail: 4.65 v, failed.",B3788,POWER_RAIL_5V,PASS
LOG01763,D6365 idle current draw: 75.54 mA.,D6365,CURRENT_DRAW,FAIL
LOG01764,B-5316 thermal soak reading measured 1.3C — reject.,B5316,THERMAL,FAIL
LOG01765,Unit B9835: resistance check CLK reading 2.98Ohm — passes.,B9835,CONTINUITY,PASS
LOG01766,Unit D5661: +12V supply reading 12.53V.,D5661,POWER_RAIL_12V,PASS
LOG01767,Unit unit C8118: CH4 signal check reading 2.69Vpp (no good).,C8118,SIGNAL_INTEGRITY,FAIL
LOG01768,A 3044 resistance check EN_LINE measured 2.75Ohm (checks out).,A3044,CONTINUITY,PASS
LOG01769,"checked case temp on a-1064, 35.6c.",A1064,THERMAL,PASS
LOG01770,unit b 2440: thermal reading after burn-in reading 41.8c (checks out).,B2440,THERMAL,PASS
LOG01771,D-1463 idle current draw measured 194.23mA.,D1463,CURRENT_DRAW,FAIL
LOG01772,Unit B-9145: 3.3v power check reading 3.35V.,B9145,POWER_RAIL_3V3,PASS
LOG01773,"Checked 12V rail on C1805, 11.44V.",C1805,POWER_RAIL_12V,FAIL
LOG01774,unit B5282 EN_LINE continuity: 3.87 Ohm — all good.,B5282,CONTINUITY,FAIL
LOG01775,B-9371 5v power check: 5.34 V.,B9371,POWER_RAIL_5V,PASS
LOG01776,"C5958 - VDD_3V3 rail 2.72V — doesn't look right, unit was reworked yesterday.",C5958,POWER_RAIL_3V3,FAIL
LOG01777,unit C2413 signal amplitude CH3: 2.98 Vpp.,C2413,SIGNAL_INTEGRITY,FAIL
LOG01778,"B0036 - resistance check CLK 2.60Ohm, unit was reworked yesterday.",B0036,CONTINUITY,PASS
LOG01779,board D6046 12v power check measured 11.43V.,D6046,POWER_RAIL_12V,FAIL
LOG01780,C 8589 +3.3V rail: 2.78 V — reject.,C8589,POWER_RAIL_3V3,FAIL
LOG01781,C 3251 idle current draw measured 110.24mA.,C3251,CURRENT_DRAW,PASS
LOG01782,"checked 5v rail on d8288, 4.39v, retest after rework.",D8288,POWER_RAIL_5V,FAIL
LOG01783,"B-7548 - VDD_5V rail 4.35V, customer return unit.",B7548,POWER_RAIL_5V,FAIL
LOG01784,C 8363 CH2 signal check: 3.14 Vpp.,C8363,SIGNAL_INTEGRITY,PASS
LOG01785,"Unit unit B9749: standby current reading 92.81mA, checks out.",B9749,CURRENT_DRAW,PASS
LOG01786,Unit board C9437: 12V rail reading 12.45V.,C9437,POWER_RAIL_12V,FAIL
LOG01787,"Unit unit B1367: 12v power check reading 11.98V, passes.",B1367,POWER_RAIL_12V,PASS
LOG01788,unit c0686: +5v supply reading 5.12v.,C0686,POWER_RAIL_5V,PASS
LOG01789,"Checked +5V supply on D 2742, 5.19V, line 2.",D2742,POWER_RAIL_5V,PASS
LOG01790,"B-6443 - VDD_5V rail 4.83V (checks out), per ECO-114.",B6443,POWER_RAIL_5V,FAIL
LOG01791,"Checked 5V rail on unit C8111, 5.38V — fails, shift B.",C8111,POWER_RAIL_5V,PASS
LOG01792,Unit D5189: 5v power check reading 5.25V.,D5189,POWER_RAIL_5V,FAIL
LOG01793,Unit board A1089: current draw at idle reading 66.84mA — within spec.,A1089,CURRENT_DRAW,PASS
LOG01794,"checked case temp on a4494, 36.9c (good reading), unit was reworked yesterday.",A4494,THERMAL,PASS
LOG01795,board B4197 standby current measured 135.67mA (OK).,B4197,CURRENT_DRAW,PASS
LOG01796,unit D2636 3.3V rail measured 3.34V.,D2636,POWER_RAIL_3V3,PASS
LOG01797,C2798 3.3v power check measured 3.25V.,C2798,POWER_RAIL_3V3,PASS
LOG01798,"board D4456 - thermal reading after burn-in 36.5C (good reading), retest after rework.",D4456,THERMAL,PASS
LOG01799,"unit A6835 VDD_12V rail: 11.85 V, looks good.",A6835,POWER_RAIL_12V,PASS
LOG01800,"d 3127 - 3.3v power check 3.42v, unit was reworked yesterday.",D3127,POWER_RAIL_3V3,FAIL
LOG01801,"Checked CLK continuity on board A9637, 2.86Ohm, after reflow.",A9637,CONTINUITY,PASS
LOG01802,"Checked current draw at idle on board B0718, 107.72mA, good reading, second attempt.",B0718,CURRENT_DRAW,PASS
LOG01803,Unit B 9948: continuity on EN_LINE reading 2.25Ohm — OK.,B9948,CONTINUITY,PASS
LOG01804,B-1871 VDD_3V3 rail measured 3.78V (flagged for rework).,B1871,POWER_RAIL_3V3,FAIL
LOG01805,Unit unit B4930: case temp reading 51.6C (all good).,B4930,THERMAL,PASS
LOG01806,C 1948 3.3V rail measured 3.23V.,C1948,POWER_RAIL_3V3,PASS
LOG01807,"B4702 - quiescent current 69.74mA, line 2.",B4702,CURRENT_DRAW,FAIL
LOG01808,"Checked +12V supply on D4703, 12.73V, after reflow.",D4703,POWER_RAIL_12V,PASS
LOG01809,"checked +12v supply on board c9908, 11.24v (failed), shift b.",C9908,POWER_RAIL_12V,PASS
LOG01810,"c7384 - thermal reading after burn-in 1.2c, customer return unit.",C7384,THERMAL,FAIL
LOG01811,"board B0073 - signal amplitude CH2 2.88Vpp — passes, retest after rework.",B0073,SIGNAL_INTEGRITY,FAIL
LOG01812,"Checked VDD_3V3 rail on B4630, 2.86V, no good, line 2.",B4630,POWER_RAIL_3V3,FAIL
LOG01813,"Checked 5V rail on B-2822, 5.25V — checks out.",B2822,POWER_RAIL_5V,FAIL
LOG01814,C 9579 12v power check measured 11.19V.,C9579,POWER_RAIL_12V,FAIL
LOG01815,board C9008 12V rail measured 11.97V.,C9008,POWER_RAIL_12V,PASS
LOG01816,unit B9598 CH2 signal check: 2.80 Vpp.,B9598,SIGNAL_INTEGRITY,FAIL
LOG01817,"board D8075 - resistance check RESET 4.09Ohm, after reflow.",D8075,CONTINUITY,PASS
LOG01818,"board D6273 - continuity on J7 2.52Ohm, unit was reworked yesterday.",D6273,CONTINUITY,PASS
LOG01819,board B8452 current draw at idle: 177.78 mA.,B8452,CURRENT_DRAW,FAIL
LOG01820,"D3803 - 12v power check 11.77V, nominal.",D3803,POWER_RAIL_12V,PASS
LOG01821,"a5767 - 3.3v rail 3.25v — all good, shift b.",A5767,POWER_RAIL_3V3,PASS
LOG01822,"checked j4 continuity on d-6592, 0.00ohm (checks out), after reflow.",D6592,CONTINUITY,FAIL
LOG01823,C 0009 standby current measured 100.12mA.,C0009,CURRENT_DRAW,PASS
LOG01824,D 7134 signal amplitude CH3 measured 3.23Vpp.,D7134,SIGNAL_INTEGRITY,PASS
LOG01825,"C2053 - quiescent current 137.76mA, second attempt.",C2053,CURRENT_DRAW,PASS
LOG01826,"unit D2699 - CH1 signal check 2.42Vpp (bad reading), shift B.",D2699,SIGNAL_INTEGRITY,FAIL
LOG01827,unit board b8806: scope reading ch3 reading 3.17vpp — ok.,B8806,SIGNAL_INTEGRITY,PASS
LOG01828,Unit A 9538: 12V rail reading 11.89V.,A9538,POWER_RAIL_12V,PASS
LOG01829,board C1665 scope reading CH4 measured 3.54Vpp.,C1665,SIGNAL_INTEGRITY,PASS
LOG01830,"board A1576 scope reading CH4 measured 2.35Vpp, failed.",A1576,SIGNAL_INTEGRITY,FAIL
LOG01831,c 8388 +12v supply: 12.53 v.,C8388,POWER_RAIL_12V,FAIL
LOG01832,b 4459 5v rail measured 4.89v (looks good).,B4459,POWER_RAIL_5V,FAIL
LOG01833,"Checked 5v power check on unit C4323, 5.59V, after reflow.",C4323,POWER_RAIL_5V,FAIL
LOG01834,Unit B9590: idle current draw reading 166.31mA — flagged for rework.,B9590,CURRENT_DRAW,FAIL
LOG01835,board a9568 3v3 supply measured 3.13v.,A9568,POWER_RAIL_3V3,FAIL
LOG01836,board A9208 5v power check: 5.14 V — OK.,A9208,POWER_RAIL_5V,FAIL
LOG01837,unit C4699 VDD_12V rail: 13.18 V.,C4699,POWER_RAIL_12V,FAIL
LOG01838,"A 6623 - thermal reading after burn-in 28.6C (checks out), shift B.",A6623,THERMAL,FAIL
LOG01839,"C 0788 - quiescent current 106.12mA — checks out, line 2.",C0788,CURRENT_DRAW,PASS
LOG01840,"Unit D8672: 3.3v power check reading 3.13V, good reading.",D8672,POWER_RAIL_3V3,FAIL
LOG01841,"Checked 12V rail on board D1293, 13.21V — flagged for rework, after reflow.",D1293,POWER_RAIL_12V,FAIL
LOG01842,"A-1308 - signal amplitude CH2 3.60Vpp, customer return unit.",A1308,SIGNAL_INTEGRITY,FAIL
LOG01843,Unit unit A5292: +3.3V rail reading 3.38V.,A5292,POWER_RAIL_3V3,PASS
LOG01844,"unit B3264 - continuity on EN_LINE 2.56Ohm, customer return unit.",B3264,CONTINUITY,PASS
LOG01845,Unit board C8154: cont check CLK reading 7.22Ohm (doesn't look right).,C8154,CONTINUITY,FAIL
LOG01846,B 5833 standby current measured 140.09mA.,B5833,CURRENT_DRAW,FAIL
LOG01847,Unit B 6720: quiescent current reading 87.20mA.,B6720,CURRENT_DRAW,PASS
LOG01848,"Checked idle current draw on D-0130, 139.94mA, good reading.",D0130,CURRENT_DRAW,FAIL
LOG01849,"unit B2222 - 5V rail 5.25V, good reading, unit was reworked yesterday.",B2222,POWER_RAIL_5V,FAIL
LOG01850,"Checked scope reading CH4 on unit B5514, 3.11Vpp, after reflow.",B5514,SIGNAL_INTEGRITY,PASS
LOG01851,"unit B9024 idle current draw: 35.10 mA, failed.",B9024,CURRENT_DRAW,PASS
LOG01852,"Checked +3.3V rail on A1343, 3.49V — out of spec, after reflow.",A1343,POWER_RAIL_3V3,PASS
LOG01853,board B6247 cont check J12: 0.02 Ohm.,B6247,CONTINUITY,FAIL
LOG01854,"D-5635 board temp after 10min soak: 28.1 C, looks good.",D5635,THERMAL,FAIL
LOG01855,"A0588 - VDD_3V3 rail 3.38V, unit was reworked yesterday.",A0588,POWER_RAIL_3V3,PASS
LOG01856,board d2518 3v3 supply: 2.84 v.,D2518,POWER_RAIL_3V3,FAIL
LOG01857,"Unit unit A0940: idle current draw reading 116.80mA, within spec.",A0940,CURRENT_DRAW,FAIL
LOG01858,"Checked current draw at idle on board B8596, 10.06mA — doesn't look right, unit was reworked yesterday.",B8596,CURRENT_DRAW,FAIL
LOG01859,"Checked +3.3V rail on unit B1121, 2.72V, after reflow.",B1121,POWER_RAIL_3V3,FAIL
LOG01860,unit C8883 CH1 signal check: 3.60 Vpp.,C8883,SIGNAL_INTEGRITY,PASS
LOG01861,Unit B 7969: current draw at idle reading 123.69mA.,B7969,CURRENT_DRAW,PASS
LOG01862,unit c1136 standby current measured 108.00ma — passes.,C1136,CURRENT_DRAW,PASS
LOG01863,"Checked idle current draw on B 2953, 167.01mA, customer return unit.",B2953,CURRENT_DRAW,PASS
LOG01864,D-0036 VDD_3V3 rail: 3.34 V — all good.,D0036,POWER_RAIL_3V3,PASS
LOG01865,"Unit D-0491: continuity on CLK reading 0.09Ohm, OK.",D0491,CONTINUITY,FAIL
LOG01866,D 4990 3v3 supply: 3.36 V (checks out).,D4990,POWER_RAIL_3V3,FAIL
LOG01867,"Checked board temp after 10min soak on D5514, 21.8C, retest after rework.",D5514,THERMAL,PASS
LOG01868,"d 6999 - vdd_3v3 rail 3.17v, after reflow.",D6999,POWER_RAIL_3V3,FAIL
LOG01869,"C 3691 - VDD_12V rail 10.92V — flagged for rework, shift B.",C3691,POWER_RAIL_12V,FAIL
LOG01870,"Unit unit B6423: VDD_3V3 rail reading 3.26V, looks good.",B6423,POWER_RAIL_3V3,PASS
LOG01871,B 2603 12v power check: 12.72 V — flagged for rework.,B2603,POWER_RAIL_12V,FAIL
LOG01872,C1129 eye height CH1 measured 3.54Vpp.,C1129,SIGNAL_INTEGRITY,PASS
LOG01873,A6565 3v3 supply: 3.30 V.,A6565,POWER_RAIL_3V3,PASS
LOG01874,"Checked VDD_12V rail on C 6578, 12.11V — OK, unit was reworked yesterday.",C6578,POWER_RAIL_12V,PASS
LOG01875,Unit C 2009: +5V supply reading 5.03V.,C2009,POWER_RAIL_5V,PASS
LOG01876,C-0979 quiescent current: 184.65 mA (bad reading).,C0979,CURRENT_DRAW,FAIL
LOG01877,"Checked scope reading CH4 on A8237, 2.80Vpp — looks good, second attempt.",A8237,SIGNAL_INTEGRITY,PASS
LOG01878,"C6290 case temp measured 69.6C, no good.",C6290,THERMAL,FAIL
LOG01879,"B 3811 - 3v3 supply 2.75V, unit was reworked yesterday.",B3811,POWER_RAIL_3V3,FAIL
LOG01880,"C-9678 VDD_5V rail measured 4.83V, OK.",C9678,POWER_RAIL_5V,PASS
LOG01881,D 0048 VDD_3V3 rail: 3.39 V.,D0048,POWER_RAIL_3V3,PASS
LOG01882,Unit D-4946: VDD_5V rail reading 4.91V — passes.,D4946,POWER_RAIL_5V,PASS
LOG01883,board A5783 scope reading CH1: 3.16 Vpp.,A5783,SIGNAL_INTEGRITY,PASS
LOG01884,"Checked VDD_3V3 rail on unit A7897, 3.49V, shift B.",A7897,POWER_RAIL_3V3,PASS
LOG01885,"unit A8917 - thermal soak reading 9.2C (reject), shift B.",A8917,THERMAL,FAIL
LOG01886,unit a0002: 5v power check reading 4.81v — checks out.,A0002,POWER_RAIL_5V,PASS
LOG01887,"Checked VDD_3V3 rail on unit B5113, 3.45V (within spec), second attempt.",B5113,POWER_RAIL_3V3,FAIL
LOG01888,"D-9082 - VDD_3V3 rail 3.37V — all good, second attempt.",D9082,POWER_RAIL_3V3,FAIL
LOG01889,"C-5349 - 3.3V rail 3.25V, retest after rework.",C5349,POWER_RAIL_3V3,PASS
LOG01890,"unit A0963 - scope reading CH4 3.01Vpp, retest after rework.",A0963,SIGNAL_INTEGRITY,FAIL
LOG01891,Unit unit A5074: thermal reading after burn-in reading 44.0C.,A5074,THERMAL,FAIL
LOG01892,"Checked eye height CH1 on C7597, 2.84Vpp, second attempt.",C7597,SIGNAL_INTEGRITY,PASS
LOG01893,"Unit unit D7074: thermal reading after burn-in reading 2.6C, no good.",D7074,THERMAL,FAIL
LOG01894,"Unit unit B1222: 5V rail reading 4.50V, bad reading.",B1222,POWER_RAIL_5V,FAIL
LOG01895,B7073 idle current draw: 28.63 mA — fails.,B7073,CURRENT_DRAW,PASS
LOG01896,"D-6151 - VDD_12V rail 12.35V, unit was reworked yesterday.",D6151,POWER_RAIL_12V,FAIL
LOG01897,"checked clk continuity on board a7338, 7.11ohm (bad reading), after reflow.",A7338,CONTINUITY,FAIL
LOG01898,unit A1742 5V rail: 4.62 V.,A1742,POWER_RAIL_5V,FAIL
LOG01899,"Checked resistance check RESET on unit A1599, 5.66Ohm (no good), second attempt.",A1599,CONTINUITY,PASS
LOG01900,"Unit board D8813: standby current reading 134.06mA, looks good.",D8813,CURRENT_DRAW,FAIL
LOG01901,Unit C-4324: current draw at idle reading 149.17mA.,C4324,CURRENT_DRAW,FAIL
LOG01902,b-8636 board temp after 10min soak measured 20.0c (within spec).,B8636,THERMAL,PASS
LOG01903,"Checked CH3 signal check on D4694, 3.15Vpp, after reflow.",D4694,SIGNAL_INTEGRITY,PASS
LOG01904,"A-9239 3.3V rail measured 3.21V, nominal.",A9239,POWER_RAIL_3V3,PASS
LOG01905,"c0603 - signal amplitude ch4 2.53vpp — bad reading, customer return unit.",C0603,SIGNAL_INTEGRITY,PASS
LOG01906,Unit board A1662: current draw at idle reading 16.45mA.,A1662,CURRENT_DRAW,PASS
LOG01907,"C-8932 - 5V rail 4.88V (passes), retest after rework.",C8932,POWER_RAIL_5V,FAIL
LOG01908,"Unit unit C8255: 3.3v power check reading 3.21V, nominal.",C8255,POWER_RAIL_3V3,PASS
LOG01909,"unit A7859 VDD_5V rail: 5.04 V, looks good.",A7859,POWER_RAIL_5V,PASS
LOG01910,board A1325 quiescent current: 209.10 mA (failed).,A1325,CURRENT_DRAW,FAIL
LOG01911,Unit C1248: VDD_3V3 rail reading 3.29V — within spec.,C1248,POWER_RAIL_3V3,PASS
LOG01912,"Unit board B8607: board temp after 10min soak reading 55.0C, nominal.",B8607,THERMAL,FAIL
LOG01913,"unit C3369 - VDD_12V rail 11.22V — flagged for rework, line 2.",C3369,POWER_RAIL_12V,PASS
LOG01914,unit c8426 ch1 signal check measured 4.01vpp.,C8426,SIGNAL_INTEGRITY,FAIL
LOG01915,D-8212 - EN_LINE continuity 4.09Ohm — passes.,D8212,CONTINUITY,FAIL
LOG01916,"Checked 12V rail on A 0721, 11.69V, customer return unit.",A0721,POWER_RAIL_12V,PASS
LOG01917,"Checked +12V supply on D1829, 12.49V, all good, after reflow.",D1829,POWER_RAIL_12V,PASS
LOG01918,"board D2339 eye height CH3 measured 3.60Vpp, nominal.",D2339,SIGNAL_INTEGRITY,PASS
LOG01919,C 7591 quiescent current: 115.95 mA — checks out.,C7591,CURRENT_DRAW,FAIL
LOG01920,Unit D 3995: thermal reading after burn-in reading 1.3C.,D3995,THERMAL,FAIL
LOG01921,Unit D2792: VDD_5V rail reading 5.16V.,D2792,POWER_RAIL_5V,PASS
LOG01922,D5321 signal amplitude CH3: 3.13 Vpp.,D5321,SIGNAL_INTEGRITY,PASS
LOG01923,board A4513 board temp after 10min soak measured 38.8C (checks out).,A4513,THERMAL,PASS
LOG01924,A-9279 thermal reading after burn-in: 39.3 C.,A9279,THERMAL,PASS
LOG01925,board C1913 scope reading CH1 measured 3.33Vpp.,C1913,SIGNAL_INTEGRITY,FAIL
LOG01926,unit d 0961: case temp reading 29.9c (nominal).,D0961,THERMAL,FAIL
LOG01927,Unit C8062: current draw at idle reading 91.90mA (good reading).,C8062,CURRENT_DRAW,PASS
LOG01928,"board B1657 - thermal soak reading 37.4C, shift B.",B1657,THERMAL,PASS
LOG01929,A8281 VDD_3V3 rail: 3.25 V — all good.,A8281,POWER_RAIL_3V3,PASS
LOG01930,"board A3445 VDD_5V rail measured 4.30V, no good.",A3445,POWER_RAIL_5V,FAIL
LOG01931,Unit A 4226: 12V rail reading 12.99V — reject.,A4226,POWER_RAIL_12V,FAIL
LOG01932,unit C8481 thermal soak reading: 37.4 C.,C8481,THERMAL,PASS
LOG01933,Unit D 6531: resistance check J12 reading 1.85Ohm — within spec.,D6531,CONTINUITY,PASS
LOG01934,unit A9242 thermal soak reading measured 31.4C.,A9242,THERMAL,FAIL
LOG01935,"a8146 12v power check measured 12.28v, nominal.",A8146,POWER_RAIL_12V,PASS
LOG01936,"Checked +5V supply on A-3619, 4.99V.",A3619,POWER_RAIL_5V,PASS
LOG01937,D-9086 eye height CH1: 3.17 Vpp — checks out.,D9086,SIGNAL_INTEGRITY,PASS
LOG01938,Unit A 0224: +12V supply reading 13.20V (failed).,A0224,POWER_RAIL_12V,FAIL
LOG01939,"Checked eye height CH1 on board A2465, 4.09Vpp.",A2465,SIGNAL_INTEGRITY,FAIL
LOG01940,Unit unit C4200: continuity on J7 reading 4.52Ohm.,C4200,CONTINUITY,FAIL
LOG01941,B-7519 quiescent current measured 76.73mA.,B7519,CURRENT_DRAW,FAIL
LOG01942,Unit B-6630: standby current reading 78.38mA.,B6630,CURRENT_DRAW,FAIL
LOG01943,D5553 +5V supply measured 4.47V (failed).,D5553,POWER_RAIL_5V,FAIL
LOG01944,A-0776 board temp after 10min soak: 26.2 C (OK).,A0776,THERMAL,FAIL
LOG01945,"D1479 - VDD_5V rail 4.97V, per ECO-114.",D1479,POWER_RAIL_5V,PASS
LOG01946,"B-1048 - eye height CH4 3.76Vpp — fails, per ECO-114.",B1048,SIGNAL_INTEGRITY,PASS
LOG01947,unit D3733 VDD_12V rail measured 12.14V — nominal.,D3733,POWER_RAIL_12V,PASS
LOG01948,Unit board B7583: continuity on EN_LINE reading 0.79Ohm.,B7583,CONTINUITY,PASS
LOG01949,"board B6917 idle current draw: 110.73 mA, passes.",B6917,CURRENT_DRAW,PASS
LOG01950,D3580 board temp after 10min soak measured 45.9C — good reading.,D3580,THERMAL,PASS
LOG01951,a4672 5v rail: 5.51 v.,A4672,POWER_RAIL_5V,FAIL
LOG01952,"Unit B5597: +5V supply reading 4.91V, looks good.",B5597,POWER_RAIL_5V,FAIL
LOG01953,"unit A8856 thermal reading after burn-in: 15.3 C, failed.",A8856,THERMAL,PASS
LOG01954,"D 5664 J12 continuity: 0.09 Ohm, good reading.",D5664,CONTINUITY,FAIL
LOG01955,"D1331 - thermal soak reading -0.8C (failed), unit was reworked yesterday.",D1331,THERMAL,FAIL
LOG01956,Unit D 0974: board temp after 10min soak reading 55.0C — passes.,D0974,THERMAL,FAIL
LOG01957,"Checked board temp after 10min soak on C 4248, 24.1C.",C4248,THERMAL,FAIL
LOG01958,"unit A6072 - case temp 46.3C, customer return unit.",A6072,THERMAL,PASS
LOG01959,Unit C 9601: board temp after 10min soak reading 22.8C (within spec).,C9601,THERMAL,FAIL
LOG01960,Unit board D1975: quiescent current reading 114.77mA.,D1975,CURRENT_DRAW,PASS
LOG01961,"board B5085 - signal amplitude CH4 3.51Vpp, within spec, line 2.",B5085,SIGNAL_INTEGRITY,FAIL
LOG01962,D 1508 12V rail: 11.69 V (within spec).,D1508,POWER_RAIL_12V,PASS
LOG01963,"Checked 12V rail on B-5164, 11.57V, retest after rework.",B5164,POWER_RAIL_12V,FAIL
LOG01964,Unit B-7659: +12V supply reading 12.11V.,B7659,POWER_RAIL_12V,PASS
LOG01965,"D1952 - +12V supply 12.07V, line 2.",D1952,POWER_RAIL_12V,PASS
LOG01966,Unit D 6065: VDD_3V3 rail reading 3.35V — passes.,D6065,POWER_RAIL_3V3,PASS
LOG01967,Unit unit C1579: thermal soak reading reading 7.2C.,C1579,THERMAL,FAIL
LOG01968,"Checked J12 continuity on A2893, 2.07Ohm — OK.",A2893,CONTINUITY,PASS
LOG01969,unit C1582 - VDD_12V rail 12.28V — good reading.,C1582,POWER_RAIL_12V,FAIL
LOG01970,"d3239 - vdd_12v rail 12.20v, shift b.",D3239,POWER_RAIL_12V,FAIL
LOG01971,unit A5642 VDD_12V rail: 12.23 V — nominal.,A5642,POWER_RAIL_12V,FAIL
LOG01972,"Checked +5V supply on board C0791, 4.85V (OK), after reflow.",C0791,POWER_RAIL_5V,FAIL
LOG01973,"board B3498 - standby current 96.18mA, shift B.",B3498,CURRENT_DRAW,PASS
LOG01974,"Checked thermal soak reading on unit C2082, 22.2C, customer return unit.",C2082,THERMAL,FAIL
LOG01975,Unit D-9059: 3.3v power check reading 3.32V.,D9059,POWER_RAIL_3V3,PASS
LOG01976,"C-9195 CH4 signal check: 3.09 Vpp, looks good.",C9195,SIGNAL_INTEGRITY,PASS
LOG01977,C-6161 VDD_3V3 rail: 3.37 V (passes).,C6161,POWER_RAIL_3V3,PASS
LOG01978,Unit board D8095: VDD_12V rail reading 11.84V.,D8095,POWER_RAIL_12V,PASS
LOG01979,C 7550 +3.3V rail measured 3.46V — all good.,C7550,POWER_RAIL_3V3,PASS
LOG01980,C 2172 +12V supply measured 13.26V.,C2172,POWER_RAIL_12V,FAIL
LOG01981,Unit board D6409: current draw at idle reading 67.25mA.,D6409,CURRENT_DRAW,FAIL
LOG01982,Unit D-1221: J12 continuity reading 2.36Ohm — within spec.,D1221,CONTINUITY,PASS
LOG01983,"B-5848 - 3.3v power check 3.43V (within spec), retest after rework.",B5848,POWER_RAIL_3V3,PASS
LOG01984,"A7747 - +12V supply 12.60V, nominal, retest after rework.",A7747,POWER_RAIL_12V,PASS
LOG01985,"board C2002 3.3v power check measured 3.22V, OK.",C2002,POWER_RAIL_3V3,FAIL
LOG01986,"B-3773 - 12v power check 11.19V (fails), retest after rework.",B3773,POWER_RAIL_12V,PASS
LOG01987,"C 4102 - cont check CLK 5.50Ohm, line 2.",C4102,CONTINUITY,FAIL
LOG01988,"A-3240 quiescent current measured 99.42mA, looks good.",A3240,CURRENT_DRAW,PASS
LOG01989,"A 2430 - idle current draw 124.89mA, customer return unit.",A2430,CURRENT_DRAW,PASS
LOG01990,"Checked current draw at idle on D 4941, 94.56mA, checks out, retest after rework.",D4941,CURRENT_DRAW,PASS
LOG01991,unit board c6427: j4 continuity reading 1.55ohm.,C6427,CONTINUITY,FAIL
LOG01992,"board B2685 12V rail measured 11.54V, all good.",B2685,POWER_RAIL_12V,PASS
LOG01993,"checked continuity on en_line on unit c0257, 1.79ohm, good reading, per eco-114.",C0257,CONTINUITY,PASS
LOG01994,B7260 VDD_3V3 rail: 3.43 V (OK).,B7260,POWER_RAIL_3V3,FAIL
LOG01995,Unit A-6451: case temp reading 35.2C.,A6451,THERMAL,PASS
LOG01996,"unit B7754 - signal amplitude CH2 3.59Vpp — all good, customer return unit.",B7754,SIGNAL_INTEGRITY,PASS
LOG01997,"Unit unit B7779: board temp after 10min soak reading 29.7C, all good.",B7779,THERMAL,PASS
LOG01998,Unit unit B9854: 12v power check reading 12.11V.,B9854,POWER_RAIL_12V,PASS
LOG01999,"Unit board D8845: continuity on J4 reading 1.66Ohm, within spec.",D8845,CONTINUITY,FAIL
LOG02000,Unit B5598: VDD_12V rail reading 12.01V.,B5598,POWER_RAIL_12V,PASS
LOG02001,A1166 3.3v power check measured 3.36V — passes.,A1166,POWER_RAIL_3V3,FAIL
LOG02002,"a-4263 continuity on j7 measured 0.81ohm, all good.",A4263,CONTINUITY,FAIL
LOG02003,C 6991 12V rail measured 12.41V.,C6991,POWER_RAIL_12V,FAIL
LOG02004,"A-0921 - eye height CH2 3.20Vpp (all good), unit was reworked yesterday.",A0921,SIGNAL_INTEGRITY,PASS
LOG02005,D 6716 RESET continuity measured 7.81Ohm.,D6716,CONTINUITY,FAIL
LOG02006,A 2551 cont check J4 measured 0.67Ohm.,A2551,CONTINUITY,FAIL
LOG02007,"D7604 - 5v power check 5.00V, looks good, shift B.",D7604,POWER_RAIL_5V,PASS
LOG02008,Unit C 1490: scope reading CH2 reading 3.28Vpp.,C1490,SIGNAL_INTEGRITY,PASS
LOG02009,Unit C7233: thermal soak reading reading 36.0C — within spec.,C7233,THERMAL,PASS
LOG02010,unit a7137: signal amplitude ch1 reading 3.28vpp.,A7137,SIGNAL_INTEGRITY,PASS
LOG02011,D 0185 thermal soak reading: 31.5 C (looks good).,D0185,THERMAL,FAIL
LOG02012,B-8774 - case temp 55.0C (OK).,B8774,THERMAL,FAIL
LOG02013,"board a0369 - continuity on en_line 2.20ohm (passes), retest after rework.",A0369,CONTINUITY,PASS
LOG02014,D4497 CH2 signal check: 3.46 Vpp (OK).,D4497,SIGNAL_INTEGRITY,FAIL
LOG02015,unit B0403 scope reading CH4 measured 2.71Vpp (out of spec).,B0403,SIGNAL_INTEGRITY,PASS
